meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
121.64342122395833,127.92972981770833,119.05782877604166,80.2027405180304,80.2213004414872,94.39927656979354,-0.4708335783577572,-0.6579646427749498,-0.05649201675214826,-1.3183080376900975,-1.1244933993829531,-1.7492404115916955,unripe
169.72170247395835,177.327919921875,167.69999674479166,52.62139166758965,47.27247795811934,75.40618421913135,-0.6131827586566475,-0.6762097089332884,-0.6274804352247826,-0.4442492249051013,-0.021791347330503807,-1.0616985907805911,unripe
154.16493489583334,164.91816731770834,141.86054036458333,47.57344517483523,38.83753092009585,77.76485989908728,-0.10365632405160316,-0.1414717158588093,-0.017571428051002057,-1.5789299055329853,-1.4902297292823168,-1.7725118604850156,unripe
142.475888671875,149.64833333333334,140.69638020833332,65.8120722872941,63.69421672819327,84.97383050687837,-0.8645613333128621,-1.1422317567195235,-0.3987553555329256,-0.3521298714703134,0.36369270423887956,-1.4907604727201933,unripe
159.9496484375,167.544091796875,159.47126627604166,48.45720779054,42.54496506059441,74.44399658466831,-0.7582921814663712,-0.8900578835459557,-0.6525917723009284,-0.5931217263253261,0.02226114379179167,-1.2299587164243764,unripe
159.93986979166667,167.5515625,159.46296223958333,48.45184476013405,42.548202721739734,74.43409720095333,-0.7582296599700914,-0.8898815889479942,-0.6528536095765419,-0.5944279219436979,0.02172340515569493,-1.2293976570851253,unripe
208.34723307291668,212.8734765625,203.271435546875,29.282785036699856,24.84117991731364,48.99471276969095,-1.1546729764452337,-1.417925736013513,-0.912577086960864,0.7123959168466341,2.310431348191612,-0.6403688016773232,unripe
166.19351888020833,173.61033854166666,164.5516015625,46.52423373395359,40.61533891393401,72.17298907210137,-0.812411039651165,-0.9614203829717146,-0.6895059539920788,-0.4537440363978056,0.25824911143736706,-1.1660500762818924,unripe
133.659599609375,140.62982421875,130.53946940104166,73.2391931774757,72.25432009211843,90.02449567964665,-0.6716818754324111,-0.9051936041705262,-0.20576581552820278,-0.8672239351570528,-0.4614025099366885,-1.636069521234625,unripe
172.513779296875,179.95160481770833,170.76684895833333,52.27273832611167,46.98221001929299,74.95787299493699,-0.6500203381437285,-0.7076796761701164,-0.6799817227448754,-0.37923822037471533,0.03833563641641069,-0.9800251757805092,unripe
155.22194661458335,165.51779947916665,145.43635416666666,46.385362626612704,38.072116783910346,76.16880324141067,-0.32884172262974143,-0.3606468857991413,-0.2050099181663335,-1.313361557337483,-1.182092645043916,-1.6914896865958753,unripe
162.93052408854166,170.351884765625,163.03526692708334,48.19200706385364,42.34804769890339,74.27349761287739,-0.7933111662579901,-0.9199592341262438,-0.6993369770692841,-0.5242557288771117,0.09663125095070191,-1.1538848344333987,unripe
169.02944010416667,176.285478515625,167.98256510416667,46.21267531579151,40.368572873526766,71.93742960417516,-0.8462866373797464,-0.9919598533130146,-0.7351779687199824,-0.3825834432663875,0.3427847449333168,-1.0879488975676432,unripe
160.89196940104168,170.42873697916667,152.85388020833332,47.35490159466843,37.960565386285346,78.71391796931086,-0.4263366893400188,-0.4312396585136871,-0.3726730020241239,-1.4147084034702195,-1.3407015804245355,-1.664918128774712,unripe
